latitude,longitude,alt,lat_accuracy,lon_accuracy,alt_accuracy,undulation,sat_used,timestamp
28.841148,-135.012141,4977.746094,4294967.5,4294967.5,3750079.25,-33.636719,0,66220465
28.839577,-135.012022,4977.252441,4294967.5,4294967.5,3750080.75,-33.637207,0,66420469
28.836434,-135.011784,4976.265137,4294967.5,4294967.5,3750083.25,-33.635742,0,66820465
29.190034,-135.233143,5087.554199,4294967.5,4294967.5,3750084.25,-33.469727,0,67020488
29.188464,-135.233018,5087.057129,4294967.5,4294967.5,3750085.5,-33.46875,0,67220465
29.185324,-135.232768,5086.063477,4294967.5,4294967.5,3750088.0,-33.469238,0,67620470
29.183754,-135.232644,5085.566406,4294967.5,4294967.5,3750089.5,-33.469238,0,67820467
29.182184,-135.232519,5085.069336,4294967.5,4294967.5,3750091.0,-33.468262,0,68020484
29.179044,-135.23227,5084.075195,4294967.5,4294967.5,3750093.75,-33.467773,0,68420469
29.177473,-135.232145,5083.577148,4294967.5,4294967.5,3750095.0,-33.466797,0,68620465
29.175903,-135.232021,5083.081055,4294967.5,4294967.5,3750096.0,-33.466797,0,68820465
29.172763,-135.231772,5082.087402,4294967.5,4294967.5,3750098.75,-33.467285,0,69220464
47.986911,-81.848425,372.241028,14.212001,14.212001,18.144001,-38.016998,8,69485403
47.986911,-81.848425,372.228027,9.686001,9.686001,10.169001,-38.016998,8,69630394
47.986912,-81.848426,372.390015,7.529,7.529,9.004001,-38.016998,8,70030447
47.986913,-81.848427,372.615021,6.416,6.416,7.829,-38.016998,8,70230390
47.986913,-81.848427,372.76001,5.603,5.603,6.949,-38.016998,8,70430386
47.986913,-81.848428,372.893005,4.569,4.569,5.776,-38.016998,8,70830389
47.986913,-81.848428,372.949005,4.221,4.221,5.369,-38.016998,8,71030455
47.986913,-81.848428,372.889008,3.935,3.935,5.071,-38.015991,8,71230392
47.986913,-81.848428,372.843018,3.703,3.703,4.824,-38.016998,8,71435348
47.986913,-81.848427,372.815033,3.505,3.505,4.609,-38.016022,8,71630384
47.986913,-81.848427,372.73703,3.333,3.333,4.419,-38.016022,8,71825402
47.986912,-81.848427,372.66803,3.196,3.196,4.276,-38.017029,8,72025432
47.986912,-81.848427,372.519012,2.97,2.97,4.058,-38.016998,8,72398679
47.986911,-81.848427,372.469025,2.866,2.866,3.957,-38.016998,8,72598679
47.986911,-81.848427,372.422028,2.773,2.773,3.864,-38.016022,8,72798679
47.98691,-81.848427,372.391022,2.611,2.611,3.702,-38.016998,8,73198679
47.98691,-81.848427,372.38501,2.54,2.54,3.63,-38.016998,8,73398699
47.98691,-81.848427,372.402008,2.362,2.362,3.441,-38.016998,8,73998699
47.98691,-81.848427,372.41803,2.31,2.31,3.385,-38.017029,8,74198699
